Carriolas,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Tipo ,Ob Incluye travel system ,Ob Capacidad de la carriola,Ob Es reclinable,Ob Es 3 en 1,Ob Cantidad de posiciones de reclinado,Almacén General,Etiquetas ,Descripción,Información Adicional
,,,,,,,,Librero,,Librero,,,,,,,,,,
,,,,,,,,Madera,,Cómoda con tina,,,,,,,,,,
,,,,,,,,Tete,,Baúl,,,,,,,,,,
,,,,,,,,Furniture,,,,,,,,,,,,
,,,,,,,,Baby & Kids,,,,,,,,,,,,
,,,,,,,,Concept house,,,,,,,,,,,,
,,,,,,,,Little Tikes,,,,,,,,,,,,
,,,,,,,,The little Jac Wood,,,,,,,,,,,,
,,,,,,,,Pottery Barn,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Mecedoras y Columpios de bebé,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Con Melodías/sonidos de Naturaleza,Ob Con sistema de vibración ,Ob Cantidad de posiciones,Ob Con barra de juguetes desmontable,Ob Plegable,Ob Alimentación de energía,Almacén General,Etiquetas,Descripción,Información Adicional
55%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Silla Mecedora,Con Melodías y sonidos,Vibración,Fija ,Con barra de juguetes desmontable,Plegable,Enchufe eléctrico,Almacén General,,6,13
65%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Prinsel,N=Normal,Columpio mecedora,Sin Melodias,Sin Vibración,Posiciones,Sin barra de juguetes desmontable,No Plegable,Baterías,Consignación,,9,14
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Chicco,A= Alto,,,,,,,No aplica,,,11,15
55%,,,,MXN ,,,,Infanti,P= Premium,,,,,,,,,,12,16
,,,,,,,,Evenflo,,,,,,,,,,,,17
,,,,,,,,Graco,,,,,,,,,,,,
,,,,,,,,Brevi,,,,,,,,,,,,
,,,,,,,,The first years,,,,,,,,,,,,
,,,,,,,,Bright Starts,,,,,,,,,,,,
,,,,,,,,Fisher Price,,,,,,,,,,,,
,,,,,,,,Ingenuity,,,,,,,,,,,,
,,,,,,,,BabyBjorn,,,,,,,,,,,,
,,,,,,,,Stokke,,,,,,,,,,,,
,,,,,,,,4 Moms,,,,,,,,,,,,
,,,,,,,,Maxi cosi ,,,,,,,,,,,,
,,,,,,,,Kids 2,,,,,,,,,,,,
,,,,,,,,Tiny love,,,,,,,,,,,,
,,,,,,,,Beaba ,,,,,,,,,,,,
,,,,,,,,Disney,,,,,,,,,,,,
,,,,,,,,Infanti Joie,,,,,,,,,,,,
,,,,,,,,Cybex,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Sillas para comer,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Cantidad de posiciones,Ob Desmontable,Ob Plegable,Ob Reclinable,Almacén General,Etiquetas,Descripción,Información Adicional,,
50%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Silla alta,Fija ,Charola desmontable,Plegable,Reclinable,Almacén General,,6,12,,
60%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Prinsel,N=Normal,Portátil fijar en silla,Niveles de altura,Silla Desmontable,No Plegable,No Reclinable,Consignación,,9,13,,
15%,Regular,Baja,Mala,GUAT,Nuevo,,,Chicco,A= Alto,Portátil fijar en mesa,Giratoria,No Travel System,Sencilla,,No 3en1,,11,14,,
50%,,,,MXN ,,,,Infanti,P= Premium,Fisher Price,Otra,,,,,,,15,,
,,,,,,,,Evenflo,,Sin portabebé,Ligera,,,,,,,,,
,,,,,,,,Graco,,,,,,,,,,,,
,,,,,,,,Brevi,,,,,,,,,,,,
,,,,,,,,Fisher Price,,,,,,,,,,,,
,,,,,,,,Ikea,,,,,,,,,,,,
,,,,,,,,boon,,,,,,,,,,,,
,,,,,,,,Ingenuity,,,,,,,,,,,,
,,,,,,,,Mamas&Papas,,,,,,,,,,,,
,,,,,,,,Brigth Starts ,,,,,,,,,,,,
,,,,,,,,Bloom,,,,,,,,,,,,
,,,,,,,,Bumbo,,,,,,,,,,,,
,,,,,,,,Ikea,,,,,,,,,,,,
,,,,,,,,Svan,,,,,,,,,,,,
,,,,,,,,Inglesina,,,,,,,,,,,,
,,,,,,,,Mamas & Papas,,,,,,,,,,,,
,,,,,,,,Safety,,,,,,,,,,,,
,,,,,,,,Joie,,,,,,,,,,,,
,,,,,,,,Prince Lionheart,,,,,,,,,,,,
,,,,,,,,OXO,,,,,,,,,,,,
,,,,,,,,Baby Trend,,,,,,,,,,,,
,,,,,,,,Rubbermaid,,,,,,,,,,,,
,,,,,,,,Alta,,,,,,,,,,,,
,,,,,,,,Transkids,,,,,,,,,,,,
,,,,,,,,Little tikes ,,,,,,,,,,,,
,,,,,,,,Igenuity,,,,,,,,,,,,
,,,,,,,,Stokke,,,,,,,,,,,,
,,,,,,,,Clak,,,,,,,,,,,,
,,,,,,,,The First Years,,,,,,,,,,,,
,,,,,,,,Napps,,,,,,,,,,,,
,,,,,,,,Summer,,,,,,,,,,,,
,,,,,,,,Montessori,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Bañeras,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Plegable,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,
55%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Tina,Plagable,Almacén General,,6,12,,,,,
60%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Prinsel,N=Normal,Con base,No plegable,Consignación,,9,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Chicco,A= Alto,Con base y cambiador,Plegable,,,11,,,,,,
55%,,,,MXN ,,,,Infanti,P= Premium,Otro,,,,,,,,,,
,,,,,,,,Evenflo,,,,,,,,,,,,
,,,,,,,,Graco,,,,,,,,,,,,
,,,,,,,,Brevi,,,,,,,,,,,,
,,,,,,,,Stokke,,,,,,,,,,,,
,,,,,,,,Segos,,,,,,,,,,,,
,,,,,,,,Tuc Tuc,,,,,,,,,,,,
,,,,,,,,Kidsit,,,,,,,,,,,,
,,,,,,,,Munchkin,,,,,,,,,,,,
,,,,,,,,Tippi,,,,,,,,,,,,
,,,,,,,,Tubbies,,,,,,,,,,,,
,,,,,,,,Mon Caramel,,,,,,,,,,,,
,,,,,,,,Fisher Price,,,,,,,,,,,,
,,,,,,,,Safety 1st,,,,,,,,,,,,
,,,,,,,,Skiphop,,,,,,,,,,,,
,,,,,,,,Bambineto,,,,,,,,,,,,
,,,,,,,,Shnuggle,,,,,,,,,,,,
,,,,,,,,Babymoov,,,,,,,,,,,,
,,,,,,,,Boon,,,,,,,,,,,,
,,,,,,,,Summer,,,,,,,,,,,,
,,,,,,,,Dbebe,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Higiene y accesorios,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,,
55%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Base bañera,Almacén General,,6,,,,,,,
65%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Prinsel,N=Normal,Hamaca,Consignación,,9,,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Chicco,A= Alto,Reductor,,,11,,,,,,,
55%,,,,MXN ,,,,Infanti,P= Premium,Entrenador sonidos,,,,,,,,,,
,,,,,,,,Evenflo,,Entrenador sencillo,,,,,,,,,,
,,,,,,,,Graco,,Cepillo de dientes,,,,,,,,,,
,,,,,,,,Brevi,,Aspirador Nasal,,,,,,,,,,
,,,,,,,,The first years,,Cortaúñas,,,,,,,,,,
,,,,,,,,Fisher Price,,Juego de higiene,,,,,,,,,,
,,,,,,,,Lion Heart,,Toallitas húmedas,,,,,,,,,,
,,,,,,,,Infantino,,Bio Filtros,,,,,,,,,,
,,,,,,,,Angel Care,,Toallas Femeninas,,,,,,,,,,
,,,,,,,,Playtex,,Repuesto bote pañalero,,,,,,,,,,
,,,,,,,,Tommee tippee,,Calentador de Toallitas,,,,,,,,,,
,,,,,,,,Summer,,Termómetros,,,,,,,,,,
,,,,,,,,Boon,,Otro,,,,,,,,,,
,,,,,,,,Skip*Hop,,Bote pañalero,,,,,,,,,,
,,,,,,,,Baby mink ,,Bacinica ,,,,,,,,,,
,,,,,,,,Disney ,,Asiento entrenador ,,,,,,,,,,
,,,,,,,,My carry potty ,,Esalera para baño,,,,,,,,,,
,,,,,,,,Nuby ,,Pañales,,,,,,,,,,
,,,,,,,,Portatil,,Nica Portatil,,,,,,,,,,
,,,,,,,,Baby men ,,Hielera,,,,,,,,,,
,,,,,,,,Pampers,,Escalera para baño,,,,,,,,,,
,,,,,,,,Safety 1st,,,,,,,,,,,,
,,,,,,,,Medela,,,,,,,,,,,,
,,,,,,,,Baby Bjorn,,,,,,,,,,,,
,,,,,,,,Beurer,,,,,,,,,,,,
,,,,,,,,Avi,,,,,,,,,,,,
,,,,,,,,Munchkin,,,,,,,,,,,,
,,,,,,,,Kids kit,,,,,,,,,,,,
,,,,,,,,Base Tina,,,,,,,,,,,,
,,,,,,,,Litte Swimmers,,,,,,,,,,,,
,,,,,,,,4 Moms,,,,,,,,,,,,
,,,,,,,,Huggies,,,,,,,,,,,,
,,,,,,,,Kleen Bebe,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Corrales,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Tipo ,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,
50%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,8 paneles,Con Puerta,Almacén General,,6,12,,,,,
60%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Prinsel,N=Normal,6 paneles,Cerrado,Consignación,,9,,,,,,
15%,Regular,Baja,Mala,GUAT,Nuevo,,,Chicco,A= Alto,Otro,,,,11,,,,,,
50%,,,,MXN ,,,,Infanti,P= Premium,,,,,,,,,,,
,,,,,,,,Evenflo,,,,,,,,,,,,
,,,,,,,,Graco,,,,,,,,,,,,
,,,,,,,,Brevi,,,,,,,,,,,,
,,,,,,,,Bright Starts,,,,,,,,,,,,
,,,,,,,,Norh states ,,,,,,,,,,,,
,,,,,,,,Summer,,,,,,,,,,,,
,,,,,,,,Regalo,,,,,,,,,,,,
,,,,,,,,North states ,,,,,,,,,,,,
,,,,,,,,Armable,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Brincolines,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,,
55%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Base luz y sonido,Almacén General,,6,,,,,,,
60%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Prinsel,N=Normal,De puerta,Consignación,,9,,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Infanti,A= Alto,,,,11,,,,,,,
55%,,,,MXN ,,,,Evenflo,P= Premium,,,,,,,,,,,
,,,,,,,,Fisher Price,,,,,,,,,,,,
,,,,,,,,Baby Einstein,,,,,,,,,,,,
,,,,,,,,Bright starts ,,,,,,,,,,,,
,,,,,,,,Dbebe,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Pañales,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,,
55%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Desechables,Almacén General,,6,,,,,,,
65%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Ecopipo,N=Normal,Ecológicos,Consignación,,9,,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Grovia,A= Alto,Entrenadores,,,11,,,,,,,
55%,,,,MXN ,,,,Mami Planet,P= Premium,Acuáticos,,,,,,,,,,
,,,,,,,,Petit Loo,,,,,,,,,,,,
,,,,,,,,Payols,,,,,,,,,,,,
,,,,,,,,Huggies,,,,,,,,,,,,
,,,,,,,,Nínios,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Protectores y seguros,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,,
50%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Esquina ,Almacén General,,6,,,,,,,
65%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Safety 1st,N=Normal,Contactos,Consignación,,9,,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,DreamBaby,A= Alto,Gabinete,,,11,,,,,,,
55%,,,,MXN ,,,,Infanti,P= Premium,Refrigerador,,,,,,,,,,
,,,,,,,,Infantino,,Puerta,,,,,,,,,,
,,,,,,,,,,Cajón,,,,,,,,,,
,,,,,,,,,,Baño,,,,,,,,,,
,,,,,,,,,,Estufa,,,,,,,,,,
,,,,,,,,,,Antiderrapantes,,,,,,,,,,
,,,,,,,,,,Casco Gateo,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Puertas de seguridad,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Tipo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,
50%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Montaje,Plástico,Almacén General,,6,12,,,,,
60%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Safety 1st,N=Normal,A presión,Tela,Consignación,,9,,,,,,
15%,Regular,Baja,Mala,GUAT,Nuevo,,,North States,A= Alto,A presión o Montaje,Madera,,,11,,,,,,
55%,,,,MXN ,,,,Munchkin,P= Premium,,Metálica,,,,,,,,,
,,,,MXN ,,,,Summer,,,,,,,,,,,,
,,,,,,,,Chicco,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Monitores,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,,
50%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Con Sonido,Almacén General,,6,,,,,,,
60%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Angelcare,N=Normal,Sonido y Video,Consignación,,9,,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Philips Avent,A= Alto,Movimiento y Video,,,11,,,,,,,
55%,,,,MXN ,,,,Motorola,P= Premium,,,,,,,,,,,
,,,,,,,,Vtech,,,,,,,,,,,,
,,,,,,,,i Baby,,,,,,,,,,,,
,,,,,,,,Graco,,,,,,,,,,,,
,,,,,,,,Safety 1st,,,,,,,,,,,,
,,,,,,,,Summer,,,,,,,,,,,,
,,,,,,,,The first years,,,,,,,,,,,,
,,,,,,,,Avent,,,,,,,,,,,,
,,,,,,,,Hubble,,,,,,,,,,,,
,,,,,,,,Sony,,,,,,,,,,,,
,,,,,,,,D link,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Accesorios Recámara,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,,
55%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Álbum Fotos,Almacén General,,6,,,,,,,
65%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Pottery Barn,N=Normal,Lámparas,Consignación,,9,,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Ikea,A= Alto,Cuadros,,,11,,,,,,,
55%,,,,MXN ,,,,Mon Caramel,P= Premium,Humidificador,,,,,,,,,,
,,,,,,,,Step2,,Nebulizador,,,,,,,,,,
,,,,,,,,Hecdel ,,Bote Pañalero,,,,,,,,,,
,,,,,,,,Cuadros ,,Bote Basura/ropa,,,,,,,,,,
,,,,,,,,Fisher price ,,Otro,,,,,,,,,,
,,,,,,,,Marvel,,Sillon con cojin ,,,,,,,,,,
,,,,,,,,Chicco,,Tapete ,,,,,,,,,,
,,,,,,,,Baby Shusher,,Saco de dormir ,,,,,,,,,,
,,,,,,,,Delta Children,,Ruido Blanco,,,,,,,,,,
,,,,,,,,Artista reconocido,,,,,,,,,,,,
,,,,,,,,Personajes,,,,,,,,,,,,
,,,,,,,,Vianney,,,,,,,,,,,,
,,,,,,,,Masho,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Lactancia,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Unidades por envase,Ob Unidad de Capacidad en volúmen,Ob Capacidad en volumen,Ob Es libre de bpa,Ob Con sistema anticólicos,Almacén General,Etiquetas,Descripción,Información Adicional,
60%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Biberón,1 unidad,Onzas,3 Oz / 90ml,Libre BPA,Sistema Anticólicos,Almacén General,,6,12,
65%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Avent,N=Normal,Tetina,2 unidades,Mililitros,4 Oz / 120ml,NA,NA,Consignación,,9,13,
30%,Regular,Baja,Mala,GUAT,Nuevo,,,Lansinoh,A= Alto,Bolsas recolectoras,4 unidades,NA,8 Oz / 240ml,,,,,11,14,
65%,,,,MXN ,,,,Tommee Tippee,P= Premium,Bolsas para esterilizar,8 unidades,,NA,,,,,,15,
,,,,,,,,Chicco,,Protector de senos,Otro,,,,,,,,16,
,,,,,,,,Pigeon,,Mandil Lactancia,,,,,,,,,,
,,,,,,,,Spectra,,Brasiere Lactancia,,,,,,,,,,
,,,,,,,,Dr. Browns,,Otro,,,,,,,,,,
,,,,,,,,Evenflo,,,,,,,,,,,,
,,,,,,,,Medela,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Calentador de biberones,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Tipo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,
55%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Eléctrico,Sencillo,Almacén General,,6,12,,,,,
65%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Avent,N=Normal,Para Auto,Digital,Consignación,,9,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Lansinoh,A= Alto,Resbaladillas,Almacén General,,,11,,,,,,
55%,,,,MXN ,,,,Tommee Tippee,P= Premium,,,,,,,,,,,
,,,,,,,,Chicco,,,,,,,,,,,,
,,,,,,,,Pigeon,,,,,,,,,,,,
,,,,,,,,Spectra,,,,,,,,,,,,
,,,,,,,,Dr. Browns,,,,,,,,,,,,
,,,,,,,,Evenflo,,,,,,,,,,,,
,,,,,,,,Libre,,,,,,,,,,,,
,,,,,,,,The First Years,,,,,,,,,,,,
,,,,,,,,Fisher Price,,,,,,,,,,,,
,,,,,,,,Feber,,,,,,,,,,,,
,,,,,,,,Nevi,,,,,,,,,,,,
,,,,,,,,Ternura,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Esterilizador de biberones,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,,
55%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Microondas,Almacén General,,6,,,,,,,
65%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Avent,N=Normal,Eléctrico,Consignación,,9,,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Lansinoh,A= Alto,,,,11,,,,,,,
55%,,,,MXN ,,,,Tommee Tippee,P= Premium,,,,,,,,,,,
,,,,,,,,Chicco,,,,,,,,,,,,
,,,,,,,,Pigeon,,,,,,,,,,,,
,,,,,,,,Spectra,,,,,,,,,,,,
,,,,,,,,Dr. Browns,,,,,,,,,,,,
,,,,,,,,Evenflo,,,,,,,,,,,,
,,,,,,,,Munchkin,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Extractores de leche,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Tipo de fuente,Ob Tipo,Ob Niveles de succión,Almacén General,Etiquetas,Descripción,Información Adicional,,,
50%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Doble,Eléctrico,Enchufe y Pilas,Con Niveles de succión,Almacén General,,6,12,,,
60%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Avent,N=Normal,Sencillo,Manual,Pilas,Niveles y Tipo de succión,Consignación,,9,13,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Lansinoh,A= Alto,,,No pilas,Sin Niveles de succión,,,11,14,,,
50%,,,,MXN ,,,,Tommee Tippee,P= Premium,,,,,,,,,,,
,,,,,,,,Chicco,,,,,,,,,,,,
,,,,,,,,Pigeon,,,,,,,,,,,,
,,,,,,,,Spectra,,,,,,,,,,,,
,,,,,,,,Evenflo,,,,,,,,,,,,
,,,,,,,,Medela,,,,,,,,,,,,
,,,,,,,,Dr. Brown,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Procesador de alimentos,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Ob Tipo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,
50%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,Eléctrico,Sencillo,Almacén General,,6,12,,,,,
60%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Moulinex,N=Normal,Manual,Diferentes funciones,Consignación,,9,,,,,,
15%,Regular,Baja,Mala,GUAT,Nuevo,,,Hamilton Beach,A= Alto,,,,,11,,,,,,
50%,,,,MXN ,,,,Playtex,P= Premium,,,,,,,,,,,
,,,,,,,,Infantino,,,,,,,,,,,,
,,,,,,,,baby Bullet,,,,,,,,,,,,
,,,,,,,,babymoov,,,,,,,,,,,,
,,,,,,,,Black&Decker,,,,,,,,,,,,
,,,,,,,,Von Home,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Accesorios de alimentación,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Modelo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,,
55%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General ,S = Sencilla,Baberos,Almacén General,,6,,,,,,,
65%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,Lion Heart,N=Normal,Vasos,Consignación,,9,,,,,,,
20%,Regular,Baja,Mala,GUAT,Nuevo,,,Munchkin,A= Alto,Platos,,,11,,,,,,,
55%,,,,MXN ,,,,Summer,P= Premium,Cubiertos,,,,,,,,,,
,,,,,,,,Skiphop,,Portavaso,,,,,,,,,,
,,,,,,,,Brica,,Desechables,,,,,,,,,,
,,,,,,,,Playtex,,Red papillas,,,,,,,,,,
,,,,,,,,DreamBaby,,Mordederas,,,,,,,,,,
,,,,,,,,Suavinex,,Para papillas,,,,,,,,,,
,,,,,,,,Baby Einstein,,Escurridor de biberones,,,,,,,,,,
,,,,,,,,Safety 1st,,Chupones,,,,,,,,,,
,,,,,,,,SunShine,,Clip Chupones,,,,,,,,,,
,,,,,,,,Tiny Love,,Biberon,,,,,,,,,,
,,,,,,,,Infantino,,Cepillos,,,,,,,,,,
,,,,,,,,Bright Starts,,Accesorios de extractor,,,,,,,,,,
,,,,,,,,Infanti,,Recolector,,,,,,,,,,
,,,,,,,,Chicco,,Termo,,,,,,,,,,
,,,,,,,,Fisher Price,,Mantel,,,,,,,,,,
,,,,,,,,General,,,,,,,,,,,,
,,,,,,,,Boon,,,,,,,,,,,,
,,,,,,,,Oxo,,,,,,,,,,,,
,,,,,,,,Pigeon,,,,,,,,,,,,
,,,,,,,,Spectra,,,,,,,,,,,,
,,,,,,,,Medela,,,,,,,,,,,,
,,,,,,,,Kiinde,,,,,,,,,,,,
,,,,,,,,Haakaa,,,,,,,,,,,,
,,,,,,,,Alimentacon,,,,,,,,,,,,
,,,,,,,,Mate,,,,,,,,,,,,
,,,,,,,,Napps,,,,,,,,,,,,
,,,,,,,,Nuby,,,,,,,,,,,,
,,,,,,,,Carters,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Niña cuerpo completo,Bueno,Media,Regular,MXN ,Seminuevo sin detalle,Funcionamiento,7 días,General,N=Normal,Ob Talla,Ob Modelo,Almacén General,Etiquetas,Descripción,Información Adicional,,,,,
70%,Excelente,Alta,Buena,MXN,Seminuevo sin detalle,Funcionamiento,7,General,S = Sencilla,0-3 meses,Abrigo,Almacén General,Niña 0-12 meses,6,12,,,,,
75%,Bueno,Media,Regular,USD,Seminuevo con detalle,,,725 baby,N=Normal,6 meses,Bata,Consignación,Niña 0-12 meses,9,,,,,,
55%,Regular,Baja,Mala,GUAT,Nuevo,,,Abercrombie,A= Alto,9 meses,Bata de baño,,Niña 0-12 meses,11,,,,,,
60%,,,,MXN ,,,,Absorba,P= Premium,12 meses,Comando,,Niña 0-12 meses,,,,,,,
,,,,,,,,Adidas,,18 meses,Comando ligero,,Niña 18 -24 meses,,,,,,,
,,,,,,,,Aeropostale,,2 años,Conjunto corto,,Niña 18 -24 meses,,,,,,,
,,,,,,,,Agatha Ruiz ,,3 años,Conjunto largo,,Niña 3 y 4 años,,,,,,,
,,,,,,,,Aldo Conti,,4 años,Costalito,,Niña 3 y 4 años,,,,,,,
,,,,,,,,Algodon de Azucar,,5 años,Gabardina,,Niña 5 y 6 años,,,,,,,
,,,,,,,,Ann Rubin,,6 años,Impermeable,,Niña 5 y 6 años,,,,,,,
,,,,,,,,Annik,,7 años,Mameluco,,Niña 7 y más años,,,,,,,
,,,,,,,,Arroz con leche,,8 años,Overall,,Niña 7 y más años,,,,,,,
,,,,,,,,Baby Circus,,10 años,Pants completo,,Niña 7 y más años,,,,,,,
,,,,,,,,Baby Colors,,12 años,Pañalero exterior,,Niña 7 y más años,,,,,,,
,,,,,,,,Baby Creysi,,9 años,Pañalero interior,,9 años,,,,,,,
,,,,,,,,Baby mink,,,Pijama corta,,,,,,,,,
,,,,,,,,Baby Run Run,,,Pijama larga,,,,,,,,,
,,,,,,,,BabyRest,,,Traje Baño Completo,,,,,,,,,
,,,,,,,,Banana Republic,,,Vestido niña,,,,,,,,,
,,,,,,,,Barbie,,,Vestido bebé,,,,,,,,,
,,,,,,,,bebe,,,Vestido de fiesta,,,,,,,,,
,,,,,,,,Benneton,,,Disfraces ,,,,,,,,,
,,,,,,,,Bershka,,,,,,,,,,,,
,,,,,,,,Betsey Johnson,,,,,,,,,,,,
,,,,,,,,Bóboli,,,,,,,,,,,,
,,,,,,,,Bolo,,,,,,,,,,,,
,,,,,,,,Born Free,,,,,,,,,,,,
