id,subcategory_id,name,display_name,type,order_index,options,created_at,updated_at,mandatory,offer_print
1,1,modelo,Modelo,seleccion,1,"['"Portabebé 0-13 kg'", '"Autoasientos 0-18 a 25 kg'", '"Autoasientos 9-18 a 30 kg'", '"Booster 15 a 45 kg'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
2,1,tipo_asiento,Tipo de asiento,seleccion,2,"['"Ajustable alturas'", '"No ajustable alturas'", '"Elevador'", '"Con respaldo y cinturones'", '"Elevador con respaldo'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
3,1,sistemas_anclaje,Sistemas de anclaje,seleccion,3,"['"Sistema Latch'", '"Sistema Isofix'", '"Cinturón de Seguridad'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
4,1,cantidad_posiciones,Cantidad de posiciones,seleccion,4,"['"Reclinable'", '"No Reclinable'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
5,2,modelo,Modelo,seleccion,1,"['"Mochila Ergonómica'", '"Mei Thai'", '"Rebozo'", '"Fular 3m'", '"Fular 5m'", '"Bambineto'", '"Cangurera'", '"Mochila Senderismo'", '"Cargador niñ@ grande'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
6,3,modelo,Modelo,seleccion,1,"['"Con portabebé'", '"Sin portabebé'", '"Doble'", '"Portabebé y Base'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
7,3,tipo,Tipo,seleccion,2,"['"Bastón'", '"Ligera'", '"Tradicional'", '"Para correr'", '"Gemelar Horizontal'", '"Gemelar Vertical'", '"Doble Bebe + Niño'", '"Base para portabebe'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
8,3,incluye_travel_system,Incluye travel system,seleccion,3,"['"No Travel System'", '"Travel System'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
9,3,capacidad_carriola,Capacidad de la carriola,seleccion,4,"['"Sencilla'", '"Doble'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
10,3,es_reclinable,Es reclinable,seleccion,5,"['"Reclinable'", '"No Reclinable'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
11,3,es_3_en_1,Es 3 en 1,seleccion,6,"['"3 en 1'", '"No 3en1'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
12,3,cantidad_posiciones_reclinado,Cantidad de posiciones de reclinado,seleccion,7,"['"1 Posición'", '"2 Posiciones'", '"3 Posiciones'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
13,4,modelo,Modelo,seleccion,1,"['"Cubre carriola'", '"Ganchos carriola'", '"Patín carriola'", '"Juguete para Carriola'", '"Organizador'", '"Funda de lluvia'", '"Saco protector'", '"Sombrilla'", '"Mosquitero'", '"Cubre portabebé'", '"Soporte para Cabeza'", '"Apapacho para Portabebé'", '"Protector Asientos'", '"Organizador auto'", '"Espejos retrovisores'", '"Funda de carriola'", accesorios sobre ruedas,'"Cargador Autoasiento'", '"Adaptador de carriola'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
14,5,modelo,Modelo,seleccion,1,"['"Eléctrico'", '"Empuje'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
15,5,tipo,Tipo,seleccion,2,"['"Control remoto'", '"Sin Control remoto'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
16,5,baston_empuje,Bastón para empuje,seleccion,3,"['"Con bastón empuje'", '"Sin bastón empuje'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
17,5,techo,Techo,seleccion,4,"['"Con techo'", '"Sin techo'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
18,6,modelo,Modelo,seleccion,1,"['"R-12 / 2-3a'", '"R-14 / 3-4a'", '"R-16 / 3-5a'", '"R-18 / 4-6a'", '"R+20 +6a'", '"Triciclo Pequeño'", '"Triciclo Grande'", '"Bicicleta de Equilibrio'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
19,6,tipo,Tipo,seleccion,2,"['"Ruedas Aux.'", '"Sin Ruedas Aux.'", '"3 en 1'", '"Regular'", '"Con accesorios'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
20,7,modelo,Modelo,seleccion,1,"['"Trasera'", '"Frontal'"]",1/1/2024 0:00,1/1/2024 0:00,f,TRUE
21,7,edad_minima,Edad mínima recomendada,seleccion,2,"['"9 meses'", '"Otra'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
22,7,edad_maxima,Edad máxima recomendada,seleccion,3,"['"5 años'", '"Otra'"]",1/1/2024 0:00,1/1/2024 0:00,f,FALSE
