ID,Tipo,SKU,"GTIN, UPC, EAN, or ISBN",Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Ancho (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición
27432,simple,HSACRP4,,Step2 Otro,1,0,visible,Sin información adicional,"Precio de comparación $9199 Otro, Step2, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,80,,,,0,9199,3995,4957.2,"A dormir > Cunas de madera, A Jugar > Juegos grandes, A dormir > Muebles de recámara","Otro, Polanco, Ver todo de a dormir",,https://entrepeques.mx/wp-content/uploads/2022/06/HSACRP4-1.jpg,,,,,,,,,0
27446,simple,HSBRIP3,,Fisher Price Base luz y sonido,1,0,visible,Sin información adicional,"Precio de comparación $3500 Base luz y sonido, Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,40,,,,0,3500,1350,1701,En casa > Brincolines,"Base luz y sonido, Polanco, Ver todo de en casa",,https://entrepeques.mx/wp-content/uploads/2022/06/HSBRIP3-1.png,,,,,,,,,0
27480,simple,HSSPCP15,,Chicco Portátil fijar en mesa,1,0,visible,"No Reclinable, No Plegable, Silla Desmontable, Giratoria, ","Precio de comparación $2000 Portátil fijar en mesa, Chicco, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,10,,,,0,2000,962,1069.2,En casa > Sillas para comer,"Polanco, Portátil fijar en mesa, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2022/06/HSSPCP15-1.png, https://entrepeques.mx/wp-content/uploads/2022/06/HSSPCP151-1.png",,,,,,,,,0
27720,simple,HSSPCP5,,Svan Silla alta,1,1,visible,"No Reclinable, No Plegable, Charola desmontable, Niveles de altura,","Precio de comparación $5000 Silla alta, Svan, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,60,,,,0,5000,1350,2694.6,En casa > Sillas para comer,"Polanco, Silla alta, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2022/05/HSSPCP5-1.jpg, https://entrepeques.mx/wp-content/uploads/2022/05/HSSPCP51-1.jpg",,,,,,,,,0
27752,simple,HSJUGP13,,Fisher Price 2 años,1,0,visible,Sin información adicional,"Precio de comparación $850 2 años, Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,2,,0,0,3,,,,0,850,,324.5,A Jugar > Juguetes,"2 años, Polanco, Ver todo de a jugar",,https://entrepeques.mx/wp-content/uploads/2022/06/HSJUGP13-1.png,,,,,,,,,0
27802,simple,HSAUTP21,,Cybex Portabebé 0-13 kg,1,0,visible,"No Reclinable, Sistema Isofix,","Precio de comparación $5000 No ajustable alturas, Portabebé 0-13 kg , Cybex, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,40,,,,0,5000,2152,2689.2,A pasear > Autoasientos,"Polanco, Portabebé 0-13 kg, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2022/06/HSAUTP21-1.png, https://entrepeques.mx/wp-content/uploads/2022/06/HSAUTP211-1.png",,,,,,,,,0
27810,simple,HSAUTP22,,Maxicosi Portabebé 0-13 kg,1,0,visible,"No Reclinable, Cinturón de Seguridad,","Precio de comparación $4800 No ajustable alturas, Portabebé 0-13 kg , Maxicosi, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,40,,,,0,4800,2079,2970,A pasear > Autoasientos,"Polanco, Portabebé 0-13 kg, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2022/06/HSAUTP22-1.png, https://entrepeques.mx/wp-content/uploads/2022/06/HSAUTP221-1.png",,,,,,,,,0
27843,simple,HSCARP30,,Stokke Sin portabebé,1,0,visible,"No 3en1, Reclinable, Sencilla, No Travel System,","Precio de comparación $25000 Tradicional, Sin portabebé, Stokke, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,80,,,,0,25000,3963,7325,A pasear > Carriolas,"Polanco, Sin Portabebé, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2022/06/HSCARP30-1.png, https://entrepeques.mx/wp-content/uploads/2022/06/HSCARP301-1.png, https://entrepeques.mx/wp-content/uploads/2022/06/HSCARP302-1.png",,,,,,,,,0
28652,simple,HSAUTP45,,Maxicosi Portabebé 0-13 kg,1,0,visible,"No Reclinable, Sistema Isofix,","Precio de comparación $4500 No ajustable alturas, Portabebé 0-13 kg , Graco, Seminuevo sin detalle, Vencido , Sin notas",,,taxable,,1,1,,0,0,60,,,,0,4500,1050,3495,A pasear > Autoasientos,"Polanco, Portabebé 0-13 kg, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2022/10/HSAUTP45-1.jpg, https://entrepeques.mx/wp-content/uploads/2022/10/HSAUTP451-1.jpg, https://entrepeques.mx/wp-content/uploads/2022/10/HSAUTP452-1.jpg",,,,,,,,,0
28874,simple,HSSPCP46,,Prince Lionheart Portátil fijar en mesa,1,1,visible,"No Reclinable, No Plegable, Charola desmontable, Fija , ","Precio de comparación $900 Portátil fijar en mesa, Prince Lionheart, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,5,,,,0,900,,495,En casa > Sillas para comer,"Polanco, Portátil fijar en mesa, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2022/11/HSSPCP46.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSSPCP461.jpg",,,,,,,,,0
28989,simple,HSHYAP27,,Nuevo Entrenador sencillo,1,0,visible,Sin información adicional,"Precio de comparación $1700 Entrenador sencillo, General, Nuevo, , Sin notas",,,taxable,,1,2,,0,0,10,,,,0,1700,,995,Baño > Higiene y accesorios,"Entrenador sencillo, Polanco, Ver todo de en casa",,https://entrepeques.mx/wp-content/uploads/2022/11/HSHYAP27.jpg,,,,,,,,,0
29015,simple,HSJUGP62,,Fisher Price 0-1 año,1,0,visible,Sin información adicional,"Precio de comparación $350 0-1 año, Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,2,,,,0,350,,132,A Jugar > Juguetes,"0-1 año, Polanco, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2022/11/HSJUGP62.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSJUGP621.jpg",,,,,,,,,0
29087,simple,HSMCRP13,,Fisher Price Correpasillos,1,0,visible,"Con Luz y sonido, Empuje con piernas, ","Precio de comparación $680 Correpasillos, Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,2,,0,0,10,,,,0,680,,324.5,A Jugar > Montables y correpasillos Bebé,"Correpasillos, Polanco, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP13.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP131.jpg",,,,,,,,,0
29109,simple,HSMCRP19,,General  Montable y correpasillos,1,0,visible,"Sin luz o sonido, Empuje con piernas, ","Precio de comparación $680 Montable y correpasillos, General , Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,20,,,,0,680,,324.5,A Jugar > Montables y correpasillos Bebé,"Montable y correpasillos, Polanco, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP19.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP191.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP192.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP193.jpg",,,,,,,,,0
29116,simple,HSMCRP21,,Fisher Price Montable y correpasillos,1,0,visible,"Sin luz o sonido, Empuje con piernas, ","Precio de comparación $790 Montable y correpasillos, Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,2,,0,0,20,,,,0,790,,395,A Jugar > Montables y correpasillos Bebé,"Montable y correpasillos, Polanco, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP21.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP211.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP212.jpg",,,,,,,,,0
29120,simple,HSMCRP22,,Fisher Price Montable y correpasillos,1,0,visible,"Con Luz y sonido, Empuje con piernas, ","Precio de comparación $1000 Montable y correpasillos, Fisher Price, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,20,,,,0,1000,,495,A Jugar > Montables y correpasillos Bebé,"Montable y correpasillos, Polanco, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP22.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP221.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP222.jpg",,,,,,,,,0
29124,simple,HSMCRP23,,General Montable y correpasillos,1,0,visible,"Sin luz o sonido, Empuje con piernas, ","Precio de comparación $680 Montable y correpasillos, General, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,20,,,,0,680,,324.5,A Jugar > Montables y correpasillos Bebé,"Montable y correpasillos, Polanco, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP23.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP231.jpg, https://entrepeques.mx/wp-content/uploads/2022/11/HSMCRP232.jpg",,,,,,,,,0
29164,simple,HSCDVP9,,Phil&Teds Corral,1,0,visible,Se puede fijar en piso,"Precio de comparación $3800 Corral, Phil&Teds, Seminuevo sin detalle, , Ligera acampar",,,taxable,,1,1,,0,0,8,,,,0,3800,,1825.2,A dormir > Cunas de viaje,"Corral, Polanco, Ver todo de a dormir",,"https://entrepeques.mx/wp-content/uploads/2022/12/HSCDVP9.jpg, https://entrepeques.mx/wp-content/uploads/2022/12/HSCDVP91.jpg, https://entrepeques.mx/wp-content/uploads/2022/12/HSCDVP92.jpg, https://entrepeques.mx/wp-content/uploads/2022/12/HSCDVP93.jpg",,,,,,,,,0
29200,simple,HSJUGP88,,Patines Hielo Talla 22.5,1,0,visible,Talla 22.5,"Precio de comparación $3200 5 años y más, General, Seminuevo sin detalle, , Patines Glacier Jackson Talla 22.5",,,taxable,,1,1,,0,0,3,,,,0,3200,,1242,A Jugar > Juguetes,"5 años y más, Polanco, Ver todo de a jugar",,https://entrepeques.mx/wp-content/uploads/2022/12/HSJUGP88.jpg,,,,,,,,,0
29375,simple,HSJGGP21,,SmartTrike Trampolines,1,0,visible,Sin información adicional,"Precio de comparación $3300 Trampolines, SmartTrike, Seminuevo sin detalle, , Plataforma Salto",,,taxable,,1,2,,0,0,70,,,,0,3300,,1998,A Jugar > Juegos grandes,"Polanco, Trampolines, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2023/01/HSJGGP21-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/01/HSJGGP211-1.jpg",,,,,,,,,0
29482,simple,HSMONP9,,Angelcare Con Sonido,1,0,visible,Sin información adicional,"Precio de comparación $4780 Con Sonido, Angelcare, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,5,,,,0,4780,2194,2585,En casa > Monitores,"Con Sonido, Polanco, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP9.jpg, https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP91.jpg, https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP92.jpg, https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP93.jpg",,,,,,,,,0
29486,simple,HSMONP10,,Angelcare Movimiento y Video,1,0,visible,Sin información adicional,"Precio de comparación $4000 Movimiento y Video, Angelcare, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,5,,,,0,4000,1723,2154.6,En casa > Monitores,"Movimiento y Video, Polanco, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP10.jpg, https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP101.jpg, https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP102.jpg",,,,,,,,,0
29489,simple,HSMONP11,,Angelcare Movimiento y Video,1,0,visible,Sin información adicional,"Precio de comparación $4000 Movimiento y Video, Angelcare, Seminuevo con detalle, funciona únicamente conectado, Sin notas",,,taxable,,1,1,,0,0,5,,,,0,4000,1504,2149,En casa > Monitores,"Movimiento y Video, Polanco, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP11.jpg, https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP111.jpg",,,,,,,,,0
29495,simple,HSMONP13,,General Con Sonido,1,0,visible,Sin información adicional,"Precio de comparación $3000 Con Sonido, General, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,5,,,,0,3000,,1717.2,En casa > Monitores,"Con Sonido, Polanco, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP13.jpg, https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP131.jpg",,,,,,,,,0
29504,simple,HSMONP16,,Motorola Sonido y Video,1,0,visible,Sin información adicional,"Precio de comparación $4500 Sonido y Video, Motorola, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,1,,,,0,4500,,2430,En casa > Monitores,"Polanco, Sonido y Video, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP16.jpg, https://entrepeques.mx/wp-content/uploads/2023/02/HSMONP161.jpg",,,,,,,,,0
30652,simple,HSAYDP6,,Dona Amamantar,1,0,visible,"Regular, ","Precio de comparación $440 Amamantar, General, Seminuevo sin detalle, , Morada",,,taxable,,1,1,,0,0,5,,,,0,440,,217.8,A dormir > Almohadas y donas,"Amamantar, Polanco, Ver todo de a dormir",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSAYDP6-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSAYDP61-1.jpg",,,,,,,,,0
30661,simple,HSAYDP9,,Dona Amamantar,1,0,visible,Con accesorios,"Precio de comparación $870 Amamantar, General, Seminuevo sin detalle, , Con accesorio",,,taxable,,1,1,,0,0,5,,,,0,870,,431.2,A dormir > Almohadas y donas,"Amamantar, Polanco, Ver todo de a dormir",,https://entrepeques.mx/wp-content/uploads/2023/04/HSAYDP9-1.jpg,,,,,,,,,0
30719,simple,HSCDBP4,,Evenflo Calentador Eléctrico,1,0,visible,"Digital, ","Precio de comparación $1200 Eléctrico, Evenflo, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,3,,,,0,1200,468,594,A comer > Calentador de biberones,"Eléctrico, Polanco, Ver todo de a comer",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSCDBP4-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSCDBP41-1.jpg",,,,,,,,,0
30741,simple,HSLACP9,,Medela Biberón,1,0,visible,"Sistema Anticólicos, Libre BPA, 8 Oz / 240ml, Onzas, 2 unidades, ","Precio de comparación $850 Biberón, Medela, Nuevo, , Sin notas",,,taxable,,1,2,,0,0,1,,,,0,850,,654.5,A comer > Lactancia,"Biberón, Polanco, Ver todo de a comer",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSLACP9-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSLACP91-1.jpg",,,,,,,,,0
30765,simple,HSHYAP31,,Boon Organizador de Pañales,1,0,visible,Sin información adicional,"Precio de comparación $880 Otro, Boon, Seminuevo sin detalle, , Organizador de pañales",,,taxable,,1,1,,0,0,6,,,,0,880,,395,Baño > Higiene y accesorios,"Otro, Polanco, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSHYAP31-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSHYAP311-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSHYAP312-1.jpg",,,,,,,,,0
30770,simple,HSHYAP32,,Boon Contenedor Juguetes Baño,1,0,visible,Sin información adicional,"Precio de comparación $1000 Otro, Boon, Seminuevo sin detalle, , Contenerdor de Juguetes",,,taxable,,1,1,,0,0,6,,,,0,1000,,495,Baño > Higiene y accesorios,"Otro, Polanco, Ver todo de en casa",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSHYAP32-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSHYAP321-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSHYAP322-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSHYAP323-1.jpg",,,,,,,,,0
30794,simple,HSODPP21,,Flotis Inflable,1,0,visible,Sin información adicional,"Precio de comparación $150 Inflable, General, Seminuevo sin detalle, , Flotadores 3 a 6 años (18-30 kg)",,,taxable,,1,1,,0,0,1,,,,0,150,,55,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP21-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP211-1.jpg",,,,,,,,,0
30797,simple,HSODPP22,,Flotis Inflable,1,0,visible,Flotadores 3 a 6 años (18-30 kg),"Precio de comparación $150 Inflable, General, Seminuevo sin detalle, , Flotadores 3 a 6 años (18-30 kg)",,,taxable,,1,1,,0,0,1,,,,0,150,,55,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP22-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP221-1.jpg",,,,,,,,,0
30803,simple,HSODPP24,,Flotis Inflable,1,0,visible,Sin información adicional,"Precio de comparación $150 Inflable, General, Seminuevo sin detalle, , Flotadores 3 a 6 años (18-30 kg)",,,taxable,,1,1,,0,0,1,,,,0,150,,55,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP24-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP241-1.jpg",,,,,,,,,0
30809,simple,HSODPP26,,Flotis Inflable,1,0,visible,Sin información adicional,"Precio de comparación $150 Inflable, General, Seminuevo sin detalle, , Flotadores 3 a 6 años (18-30 kg)",,,taxable,,1,1,,0,0,1,,,,0,150,,55,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP26-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP261-1.jpg",,,,,,,,,0
30812,simple,HSODPP27,,Flotis Inflable,1,0,visible,Sin información adicional,"Precio de comparación $150 Inflable, General, Seminuevo sin detalle, , Flotadores 3 a 6 años (18-30 kg)",,,taxable,,1,1,,0,0,1,,,,0,150,,55,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP27-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP271-1.jpg",,,,,,,,,0
30815,simple,HSODPP28,,Flotis Inflable,1,0,visible,Sin información adicional,"Precio de comparación $150 Inflable, General, Seminuevo sin detalle, , Flotadores 3 a 6 años (18-30 kg)",,,taxable,,1,1,,0,0,1,,,,0,150,,55,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP28-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP281-1.jpg",,,,,,,,,0
30818,simple,HSODPP29,,Flotdores Auxiliares Inflable,1,0,visible,Se pueden usar en chaleco,"Precio de comparación $150 Inflable, General, Seminuevo sin detalle, , Flotadores auxiliares",,,taxable,,1,1,,0,0,2,,,,0,150,,55,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP29-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP291-1.jpg",,,,,,,,,0
30821,simple,HSODPP30,,Flotis Inflable,1,0,visible,Sin información adicional,"Precio de comparación $150 Inflable, General, Seminuevo sin detalle, , Flotadores 3 a 6 años (18-30 kg)",,,taxable,,1,1,,0,0,1,,,,0,150,,55,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP30-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP301-1.jpg",,,,,,,,,0
30824,simple,HSODPP31,,Flotis Inflable,1,0,visible,Sin información adicional,"Precio de comparación $150 Inflable, General, Seminuevo sin detalle, , Flotadores 3 a 6 años (18-30 kg)",,,taxable,,1,1,,0,0,1,,,,0,150,,55,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP31-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP311-1.jpg",,,,,,,,,0
30827,simple,HSODPP32,,Salvavidas Inflable,1,0,visible,Sin información adicional,"Precio de comparación $180 Inflable, General, Seminuevo sin detalle, , Tamaño pequeño",,,taxable,,1,1,,0,0,2,,,,0,180,,66,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP32-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP321-1.jpg",,,,,,,,,0
30830,simple,HSODPP33,,Flotis Inflable,1,0,visible,Sin información adicional,"Precio de comparación $200 Inflable, General, Seminuevo sin detalle, , Flotadores 2 a 12 años (15-50 kg)",,,taxable,,1,1,,0,0,1,,,,0,200,,77,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP33-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP331-1.jpg",,,,,,,,,0
30837,simple,HSJGGP22,,PlegableCasitas,1,0,visible,Plegable,"Precio de comparación $500 Casitas, General, Seminuevo sin detalle, , Casita Plegable",,,taxable,,1,1,,0,0,4,,,,0,500,,319,A Jugar > Juegos grandes,"Casitas, Polanco, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSJGGP22-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSJGGP221-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSJGGP222-1.jpg",,,,,,,,,0
30848,simple,HSGYTP10,,Perrito Gimnasio,1,0,visible,"Chico, ","Precio de comparación $300 Gimnasio Bright Starts, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,4,,,,0,300,,140,A Jugar > Gimnasios y tapetes,"Gimnasio, Polanco, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSGYTP10-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSGYTP101-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSGYTP102-1.jpg",,,,,,,,,0
30855,simple,HSGYTP12,,Skip Hop Gimnasio,1,0,visible,"Regular,","Precio de comparación $1300 Gimnasio, General, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,7,,,,0,1300,,645,A Jugar > Gimnasios y tapetes,"Gimnasio, Polanco, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2023/04/Gimnasio-Skiphop-rosa585-1.jpeg, https://entrepeques.mx/wp-content/uploads/2023/04/Gimnasio-Skiphop-rosa585-1.jpeg, https://entrepeques.mx/wp-content/uploads/2023/04/Gimnasio-Skiphop-rosa585-2.jpeg",,,,,,,,,0
31063,simple,HSGYTP19,,Chico Tapete,1,0,visible,"Chico, ","Precio de comparación $700 Tapete, General, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,4,,,,0,700,,295,A Jugar > Gimnasios y tapetes,"Polanco, Tapete, Ver todo de a jugar",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSGYTP19-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSGYTP191-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSGYTP192-1.jpg",,,,,,,,,0
31077,simple,HSODPP36,,General Inflable,1,0,visible,Sin información adicional,"Precio de comparación $230 Inflable, General, Seminuevo sin detalle, , Tamaño pequeño",,,taxable,,1,1,,0,0,1,,,,0,230,,110,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP36-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP361-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP362-1.jpg",,,,,,,,,0
31095,simple,HSODPP42,,General Inflable,1,0,visible,Sin información adicional,"Precio de comparación $100 Inflable, General, Seminuevo sin detalle, , Tamaño pequeño",,,taxable,,1,1,,0,0,1,,,,0,100,,33,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP42-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP421-1.jpg",,,,,,,,,0
31110,simple,HSODPP47,,General Inflable,1,0,visible,Sin información adicional,"Precio de comparación $200 Inflable, General, Nuevo, , De 11 a 30 kilos ",,,taxable,,1,1,,0,0,1,,,,0,200,,110,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP47-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP471-1.jpg",,,,,,,,,0
31113,simple,HSODPP48,,General Inflable,1,0,visible,Sin información adicional,"Precio de comparación $250 Inflable, General, Seminuevo sin detalle, , 1 a 4 años",,,taxable,,1,1,,0,0,1,,,,0,250,,110,A pasear > Otros de Paseo,"Inflable, Polanco, Ver todo de a pasear",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP48-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSODPP481-1.jpg",,,,,,,,,0
31208,simple,HSCDVP19,,Evenflo Completa,1,0,visible,"Accesorios completos, No mecedora, ","Precio de comparación $3200 Completa, Evenflo, Seminuevo sin detalle, , Sin notas",,,taxable,,1,1,,0,0,30,,,,0,3200,,1560,A dormir > Cunas de viaje,"Completa, Polanco, Ver todo de a dormir",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSCDVP19-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSCDVP191-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSCDVP192-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSCDVP193-1.jpg",,,,,,,,,0
31212,simple,HSCDVP20,,Chicco Segundo piso,1,0,visible,"Accesorios completos, No mecedora, ","Precio de comparación $4000 Segundo piso, Chicco, Seminuevo sin detalle, , Roja",,,taxable,,1,2,,0,0,30,,,,0,4000,,2008.8,A dormir > Cunas de viaje,"Polanco, Segundo piso, Ver todo de a dormir",,"https://entrepeques.mx/wp-content/uploads/2023/04/HSCDVP20-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSCDVP201-1.jpg, https://entrepeques.mx/wp-content/uploads/2023/04/HSCDVP202-1.jpg",,,,,,,,,0
