codigo_producto,subcategoria,categoria,marca,modelo,cantidad_bodega,condicion,precio_online,precio_sugerido_original,peso_kg,num_fotos,ubicacion,modalidad,fecha_valuacion,fecha_publicacion,notas,estado
CARP033,Carriolas,A pasear,Cybex,"",1,bueno,6361.20,6361.20,0.50,3,Polanco,compra directa,25/09/2025,,SKU: CARP217 - Cybex Portabebé y Base,BAJO STOCK
CARP034,Carriolas,A pasear,Graco,"",1,bueno,3456.00,3456.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: CARP219 - Graco Sin portabebé,BAJO STOCK
ODPP001,Otros de Paseo,A pasear,Flotis,"",1,bueno,55.00,55.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP21 - Flotis Inflable,BAJO STOCK
ODPP002,Otros de Paseo,A pasear,Flotis,"",1,bueno,55.00,55.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP22 - Flotis Inflable,BAJO STOCK
ODPP003,Otros de Paseo,A pasear,Flotis,"",1,bueno,55.00,55.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP24 - Flotis Inflable,BAJO STOCK
ODPP004,Otros de Paseo,A pasear,Flotis,"",1,bueno,55.00,55.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP26 - Flotis Inflable,BAJO STOCK
ODPP005,Otros de Paseo,A pasear,Flotis,"",1,bueno,55.00,55.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP27 - Flotis Inflable,BAJO STOCK
ODPP006,Otros de Paseo,A pasear,Flotis,"",1,bueno,55.00,55.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP28 - Flotis Inflable,BAJO STOCK
ODPP007,Otros de Paseo,A pasear,Flotdores,"",1,bueno,55.00,55.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP29 - Flotdores Auxiliares Inflable,BAJO STOCK
ODPP008,Otros de Paseo,A pasear,Flotis,"",1,bueno,55.00,55.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP30 - Flotis Inflable,BAJO STOCK
ODPP009,Otros de Paseo,A pasear,Flotis,"",1,bueno,55.00,55.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP31 - Flotis Inflable,BAJO STOCK
ODPP010,Otros de Paseo,A pasear,Salvavidas,"",1,bueno,66.00,66.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP32 - Salvavidas Inflable,BAJO STOCK
ODPP011,Otros de Paseo,A pasear,Flotis,"",1,bueno,77.00,77.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP33 - Flotis Inflable,BAJO STOCK
ODPP012,Otros de Paseo,A pasear,General,"",1,bueno,110.00,110.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSODPP36 - General Inflable,BAJO STOCK
ODPP013,Otros de Paseo,A pasear,General,"",1,bueno,33.00,33.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP42 - General Inflable,BAJO STOCK
ODPP014,Otros de Paseo,A pasear,General,"",1,bueno,110.00,110.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP47 - General Inflable,BAJO STOCK
ODPP015,Otros de Paseo,A pasear,General,"",1,bueno,110.00,110.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP48 - General Inflable,BAJO STOCK
ODPP016,Otros de Paseo,A pasear,General,"",1,bueno,429.00,429.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP54 - General Adaptador de asiento,BAJO STOCK
ODPP017,Otros de Paseo,A pasear,General,"",1,bueno,484.00,484.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSODPP55 - General Adaptador de asiento,BAJO STOCK
ODPP018,Otros de Paseo,A pasear,Salvavidas,"",1,bueno,181.50,181.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ODPP60 - Salvavidas Inflable,BAJO STOCK
ODPP019,Otros de Paseo,A pasear,Delta,"",1,bueno,907.50,907.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ODPP63 - Delta Baby Bambineto,BAJO STOCK
ODPP020,Otros de Paseo,A pasear,Eddie,"",1,bueno,661.57,661.57,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ODPP64 - Eddie Bauer Bambineto,BAJO STOCK
ODPP021,Otros de Paseo,A pasear,Panbitt,"",1,bueno,984.50,984.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ODPP65 - Panbitt Bambineto portátil,BAJO STOCK
ODPP022,Otros de Paseo,A pasear,General,"",1,bueno,247.50,247.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ODPP70 - General Casco Protector Bici,BAJO STOCK
ODPP023,Otros de Paseo,A pasear,General,"",1,bueno,143.00,143.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ODPP72 - General Casco Protector Bici,BAJO STOCK
ODPP024,Otros de Paseo,A pasear,General,"",1,bueno,198.00,198.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ODPP78 - General Casco Protector Bici,BAJO STOCK
ODPP026,Otros de Paseo,A pasear,Distroller,"",1,bueno,275.00,275.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ODPP94 - Distroller Casco Protector Bici,BAJO STOCK
ODPP027,Otros de Paseo,A pasear,Its,"",1,bueno,148.50,148.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ODPP95 - Its Imagical Inflable,BAJO STOCK
ODPP028,Otros de Paseo,A pasear,Moose,"",1,bueno,385.00,385.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ODPP103 - Moose Mochila,BAJO STOCK
BRIP002,Brincolines,En Casa,Fisher,"",1,bueno,1701.00,1701.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: HSBRIP3 - Fisher Price Base luz y sonido,BAJO STOCK
BRIP003,Brincolines,En Casa,Fisher,"",1,bueno,1701.00,1701.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: HSBRIP3 - Fisher Price Base luz y sonido,BAJO STOCK
BRIP004,Brincolines,En Casa,Fisher,"",1,bueno,935.00,935.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSBRIP7 - Fisher Price Base luz y sonido,BAJO STOCK
BRIP005,Brincolines,En Casa,Prinsel,"",1,bueno,984.50,984.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: BRIP15 - Prinsel Base luz y sonido,BAJO STOCK
BRIP006,Brincolines,En Casa,Dbebe,"",1,bueno,1614.60,1614.60,0.50,2,Polanco,compra directa,25/09/2025,,SKU: BRIP16 - Dbebe Base luz y sonido,BAJO STOCK
BRIP007,Brincolines,En Casa,Fisher,"",1,bueno,2646.00,2646.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: BRIP19 - Fisher Price Base luz y sonido,BAJO STOCK
HYAP005,Higiene y accesorios,En Casa,Nuevo,"",2,bueno,995.00,995.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: HSHYAP27 - Nuevo Entrenador sencillo,BAJO STOCK
HYAP006,Higiene y accesorios,En Casa,Boon,"",1,bueno,395.00,395.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSHYAP31 - Boon Organizador de Pañales,BAJO STOCK
HYAP007,Higiene y accesorios,En Casa,Boon,"",1,bueno,495.00,495.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSHYAP32 - Boon Contenedor Juguetes Baño,BAJO STOCK
HYAP008,Higiene y accesorios,En Casa,Summer,"",1,bueno,247.00,247.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSHYAP37 - Summer Hamaca,BAJO STOCK
HYAP009,Higiene y accesorios,En Casa,Esalera,"",2,bueno,495.00,495.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSHYAP59 - Esalera para baño,BAJO STOCK
HYAP010,Higiene y accesorios,En Casa,General,"",1,bueno,495.00,495.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSPROVISIONAL010 - General Esalera para baño,BAJO STOCK
HYAP011,Higiene y accesorios,En Casa,Jool,"",1,bueno,324.50,324.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HYAP64 - Jool Asiento entrenador,BAJO STOCK
HYAP012,Higiene y accesorios,En Casa,General,"",1,bueno,77.00,77.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: HYAP69 - General Esalera para baño,BAJO STOCK
HYAP013,Higiene y accesorios,En Casa,Munchkin,"",1,bueno,522.50,522.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HYAP72 - Munchkin Organizador,BAJO STOCK
HYAP014,Higiene y accesorios,En Casa,Munchkin,"",1,bueno,595.00,595.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HYAP79 - Munchkin Calentador de Toallitas,BAJO STOCK
HYAP015,Higiene y accesorios,En Casa,Huggies,"",1,bueno,825.00,825.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: HYAP93 - Huggies Pañales,BAJO STOCK
HYAP016,Higiene y accesorios,En Casa,Huggies,"",1,bueno,495.00,495.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: HYAP94 - Huggies Pañales,BAJO STOCK
HYAP018,Higiene y accesorios,En Casa,Kleen,"",1,bueno,132.00,132.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: HYAP98 - Kleen Bebe Pañales,BAJO STOCK
MONP002,Monitores,En Casa,Angelcare,"",1,bueno,2585.00,2585.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSMONP9 - Angelcare Con Sonido,BAJO STOCK
MONP003,Monitores,En Casa,Angelcare,"",1,bueno,2154.60,2154.60,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSMONP10 - Angelcare Movimiento y Video,BAJO STOCK
MONP004,Monitores,En Casa,Angelcare,"",1,bueno,2149.00,2149.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSMONP11 - Angelcare Movimiento y Video,BAJO STOCK
MONP005,Monitores,En Casa,General,"",1,bueno,1717.20,1717.20,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSMONP13 - General Con Sonido,BAJO STOCK
MONP006,Monitores,En Casa,Motorola,"",1,bueno,2430.00,2430.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSMONP16 - Motorola Sonido y Video,BAJO STOCK
SPCP001,Sillas para comer,En Casa,Chicco,"",1,bueno,1069.20,1069.20,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSSPCP15 - Chicco Portátil fijar en mesa,BAJO STOCK
SPCP002,Sillas para comer,En Casa,Svan,"",1,bueno,2694.60,2694.60,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSSPCP5 - Svan Silla alta,BAJO STOCK
SPCP003,Sillas para comer,En Casa,Prince,"",1,bueno,495.00,495.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSSPCP46 - Prince Lionheart Portátil fijar en mesa,BAJO STOCK
SPCP004,Sillas para comer,En Casa,Chicco,"",1,bueno,1069.20,1069.20,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSSPCP15 - Chicco Portátil fijar en mesa,BAJO STOCK
SPCP005,Sillas para comer,En Casa,Svan,"",1,bueno,2694.60,2694.60,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSSPCP5 - Svan Silla alta,BAJO STOCK
SPCP006,Sillas para comer,En Casa,Prince,"",1,bueno,495.00,495.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSSPCP46 - Prince Lionheart Portátil fijar en mesa,BAJO STOCK
SPCP007,Sillas para comer,En Casa,Transkids,"",1,bueno,539.00,539.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSSPCP80 - Transkids Portátil fijar en silla,BAJO STOCK
SPCP008,Sillas para comer,En Casa,Little,"",1,bueno,435.00,435.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSSPCP84 - Little tikes  Portátil fijar en silla,BAJO STOCK
SPCP009,Sillas para comer,En Casa,Chicco,"",1,bueno,539.00,539.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: HSSPCP92 - Chicco Portátil fijar en silla,BAJO STOCK
SPCP010,Sillas para comer,En Casa,Evenflo,"",1,bueno,1620.00,1620.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSSPCP100 - Evenflo Silla alta,BAJO STOCK
SPCP011,Sillas para comer,En Casa,Chicco,"",1,bueno,1938.00,1938.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP130 - Chicco Silla alta,BAJO STOCK
SPCP012,Sillas para comer,En Casa,Graco,"",1,bueno,2700.00,2700.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP131 - Graco Silla alta,BAJO STOCK
SPCP013,Sillas para comer,En Casa,Chicco,"",1,bueno,3769.20,3769.20,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP108 - Chicco Silla alta,BAJO STOCK
SPCP014,Sillas para comer,En Casa,Napps,"",1,bueno,1085.00,1085.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP134 - Napps Silla alta,BAJO STOCK
SPCP015,Sillas para comer,En Casa,Napps,"",2,bueno,1185.00,1185.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP135 - Napps Silla alta,BAJO STOCK
SPCP016,Sillas para comer,En Casa,Brevi,"",1,bueno,1069.20,1069.20,0.50,3,Polanco,compra directa,25/09/2025,,SKU: SPCP138 - Brevi Silla alta,BAJO STOCK
SPCP017,Sillas para comer,En Casa,Chicco,"",1,bueno,2473.20,2473.20,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP147 - Chicco Silla alta,BAJO STOCK
SPCP018,Sillas para comer,En Casa,Chicco,"",1,bueno,2154.60,2154.60,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP146 - Chicco Portátil fijar en mesa,BAJO STOCK
SPCP019,Sillas para comer,En Casa,Chicco,"",1,bueno,2905.20,2905.20,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP149 - Chicco Silla alta,BAJO STOCK
SPCP020,Sillas para comer,En Casa,Prinsel,"",1,bueno,544.50,544.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP150 - Prinsel Silla alta,BAJO STOCK
SPCP021,Sillas para comer,En Casa,Igenuity,"",1,bueno,467.50,467.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: SPCP153 - Igenuity Portátil fijar en silla,BAJO STOCK
SPCP022,Sillas para comer,En Casa,Ingenuity,"",1,bueno,999.00,999.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: SPCP154 - Ingenuity Silla alta,BAJO STOCK
CHNP001,Calzado Niño,Ropa,,"",2,Bueno,450.00,60.00,1.50,1,Polanco,compra directa,16/07/2025,16/07/2025,"",BAJO STOCK
CHNP002,Calzado Niño,Ropa,,"",2,Bueno,250.00,60.00,0.30,1,Polanco,compra directa,16/07/2025,16/07/2025,"",BAJO STOCK
MACP001,Niña arriba de cintura,Ropa,,"",1,Bueno,54.00,54.00,0.50,1,Polanco,compra directa,13/07/2025,18/07/2025,"",BAJO STOCK
JUGP048,Juguetes,A jugar,Mattel,"",3,bueno,1026.00,1026.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: HSJUGP106 - Mattel Barbie 4X4  3 años,DISPONIBLE
JUGP060,Juguetes,A jugar,juguete,"",3,bueno,236.50,236.50,0.50,4,Polanco,compra directa,25/09/2025,,SKU: HSJUGP169 - juguete de madera  2 años,DISPONIBLE
JUGP230,Juguetes,A jugar,Alimentacon,"",4,bueno,423.50,423.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ADAP20 - Alimentacon Termo,DISPONIBLE
JUGP231,Juguetes,A jugar,Mate,"",8,bueno,137.50,137.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ADAP23 - Mate Mantel,DISPONIBLE
JUGP232,Juguetes,A jugar,Marvel,"",6,bueno,99.00,99.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: JUGP320 - Marvel 5 años y más,DISPONIBLE
JUGP245,Juguetes,A jugar,Disney,"",3,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: SORP48 - Disney  Scooter Grande,DISPONIBLE
JUGP250,Juguetes,A jugar,Napps,"",4,bueno,192.50,192.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ADAP25 - Napps Cucharas silicon,DISPONIBLE
JUGP251,Juguetes,A jugar,Napps,"",4,bueno,132.00,132.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ADAP26 - Napps Cubiertos,DISPONIBLE
JUGP252,Juguetes,A jugar,Napps,"",4,bueno,132.00,132.00,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ADAP27 - Napps Vasos,DISPONIBLE
JUGP256,Juguetes,A jugar,Napps,"",4,bueno,132.00,132.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ADAP28 - Napps Vasos,DISPONIBLE
JUGP257,Juguetes,A jugar,Napps,"",4,bueno,132.00,132.00,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ADAP29 - Napps Vasos,DISPONIBLE
JUGP319,Juguetes,A jugar,Smart,"",4,bueno,434.50,434.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: ACAP25 - Smart elf Protector Asientos,DISPONIBLE
JUGP420,Juguetes,A jugar,Cuadro,"",3,bueno,495.00,495.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: ACRP33 - Cuadro  Personajes Roblox,DISPONIBLE
JUGP439,Juguetes,A jugar,Scooter,"",3,bueno,203.50,203.50,0.50,3,Polanco,compra directa,25/09/2025,,SKU: SORP84 - Scooter pequeño,DISPONIBLE
AUTP011,Autoasientos,A pasear,Cosco,"",3,bueno,2970.00,2970.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP121 - Cosco Booster 15 a 45 kg,DISPONIBLE
AUTP020,Autoasientos,A pasear,Evenflo,"",4,bueno,1350.00,1350.00,0.50,4,Polanco,compra directa,25/09/2025,,SKU: AUTP165 - Evenflo Booster 18 a 49 Kg,DISPONIBLE
ODPP025,Otros de Paseo,A pasear,Sombras,"",3,bueno,346.50,346.50,0.50,2,Polanco,compra directa,25/09/2025,,SKU: ODPP81 - Sombras Accesorios carriola,DISPONIBLE
HYAP017,Higiene y accesorios,En Casa,Huggies,"",7,bueno,176.00,176.00,0.50,1,Polanco,compra directa,25/09/2025,,SKU: HYAP96 - Huggies Pañales,DISPONIBLE
CMNP001,Calzado Niña,Ropa,,"",5,Bueno,52.00,50.00,2.00,1,Polanco,compra directa,21/07/2025,15/08/2025,"Prenda: Pantuflas, Calidad: economico, Talla: 6",DISPONIBLE
